specialization,grade,topic,question_id,answer_quality_band,count
frontend,junior,typescript_security,fe_junior_typescript_security_001,empty,1
frontend,junior,typescript_security,fe_junior_typescript_security_001,good,1
frontend,junior,typescript_security,fe_junior_typescript_security_001,medium,1
frontend,junior,typescript_security,fe_junior_typescript_security_001,strong,1
frontend,junior,typescript_security,fe_junior_typescript_security_001,weak,1
frontend,junior,typescript_security,fe_junior_typescript_security_002,empty,1
frontend,junior,typescript_security,fe_junior_typescript_security_002,good,1
frontend,junior,typescript_security,fe_junior_typescript_security_002,medium,1
frontend,junior,typescript_security,fe_junior_typescript_security_002,strong,1
frontend,junior,typescript_security,fe_junior_typescript_security_002,weak,1
frontend,junior,typescript_security,fe_junior_typescript_security_003,empty,1
frontend,junior,typescript_security,fe_junior_typescript_security_003,good,1
frontend,junior,typescript_security,fe_junior_typescript_security_003,medium,1
frontend,junior,typescript_security,fe_junior_typescript_security_003,strong,1
frontend,junior,typescript_security,fe_junior_typescript_security_003,weak,1
frontend,junior,typescript_security,fe_junior_typescript_security_004,empty,1
frontend,junior,typescript_security,fe_junior_typescript_security_004,good,1
frontend,junior,typescript_security,fe_junior_typescript_security_004,medium,1
frontend,junior,typescript_security,fe_junior_typescript_security_004,strong,1
frontend,junior,typescript_security,fe_junior_typescript_security_004,weak,1
frontend,middle,browser_security,fe_middle_browser_security_001,empty,1
frontend,middle,browser_security,fe_middle_browser_security_001,good,1
frontend,middle,browser_security,fe_middle_browser_security_001,medium,1
frontend,middle,browser_security,fe_middle_browser_security_001,strong,1
frontend,middle,browser_security,fe_middle_browser_security_001,weak,1
frontend,middle,browser_security,fe_middle_browser_security_002,empty,1
frontend,middle,browser_security,fe_middle_browser_security_002,good,1
frontend,middle,browser_security,fe_middle_browser_security_002,medium,1
frontend,middle,browser_security,fe_middle_browser_security_002,strong,1
frontend,middle,browser_security,fe_middle_browser_security_002,weak,1
frontend,middle,browser_security,fe_middle_browser_security_003,empty,1
frontend,middle,browser_security,fe_middle_browser_security_003,good,1
frontend,middle,browser_security,fe_middle_browser_security_003,medium,1
frontend,middle,browser_security,fe_middle_browser_security_003,strong,1
frontend,middle,browser_security,fe_middle_browser_security_003,weak,1
frontend,middle,browser_security,fe_middle_browser_security_004,empty,1
frontend,middle,browser_security,fe_middle_browser_security_004,good,1
frontend,middle,browser_security,fe_middle_browser_security_004,medium,1
frontend,middle,browser_security,fe_middle_browser_security_004,strong,1
frontend,middle,browser_security,fe_middle_browser_security_004,weak,1
frontend,middle,react_architecture,fe_middle_react_architecture_001,empty,1
frontend,middle,react_architecture,fe_middle_react_architecture_001,good,1
frontend,middle,react_architecture,fe_middle_react_architecture_001,medium,1
frontend,middle,react_architecture,fe_middle_react_architecture_001,strong,1
frontend,middle,react_architecture,fe_middle_react_architecture_001,weak,1
frontend,middle,react_architecture,fe_middle_react_architecture_002,empty,1
frontend,middle,react_architecture,fe_middle_react_architecture_002,good,1
frontend,middle,react_architecture,fe_middle_react_architecture_002,medium,1
frontend,middle,react_architecture,fe_middle_react_architecture_002,strong,1
frontend,middle,react_architecture,fe_middle_react_architecture_002,weak,1
frontend,middle,react_architecture,fe_middle_react_architecture_003,empty,1
frontend,middle,react_architecture,fe_middle_react_architecture_003,good,1
frontend,middle,react_architecture,fe_middle_react_architecture_003,medium,1
frontend,middle,react_architecture,fe_middle_react_architecture_003,strong,1
frontend,middle,react_architecture,fe_middle_react_architecture_003,weak,1
frontend,middle,react_architecture,fe_middle_react_architecture_004,empty,1
frontend,middle,react_architecture,fe_middle_react_architecture_004,good,1
frontend,middle,react_architecture,fe_middle_react_architecture_004,medium,1
frontend,middle,react_architecture,fe_middle_react_architecture_004,strong,1
frontend,middle,react_architecture,fe_middle_react_architecture_004,weak,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_001,empty,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_001,good,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_001,medium,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_001,strong,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_001,weak,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_002,empty,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_002,good,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_002,medium,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_002,strong,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_002,weak,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_003,empty,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_003,good,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_003,medium,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_003,strong,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_003,weak,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_004,empty,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_004,good,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_004,medium,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_004,strong,1
frontend,middle,rendering_perf,fe_middle_rendering_perf_004,weak,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_001,empty,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_001,good,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_001,medium,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_001,strong,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_001,weak,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_002,empty,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_002,good,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_002,medium,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_002,strong,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_002,weak,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_003,empty,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_003,good,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_003,medium,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_003,strong,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_003,weak,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_004,empty,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_004,good,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_004,medium,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_004,strong,1
frontend,middle,ssr_hydration,fe_middle_ssr_hydration_004,weak,1
frontend,middle,state_management,fe_middle_state_management_001,empty,1
frontend,middle,state_management,fe_middle_state_management_001,good,1
frontend,middle,state_management,fe_middle_state_management_001,medium,1
frontend,middle,state_management,fe_middle_state_management_001,strong,1
frontend,middle,state_management,fe_middle_state_management_001,weak,1
frontend,middle,state_management,fe_middle_state_management_002,empty,1
frontend,middle,state_management,fe_middle_state_management_002,good,1
frontend,middle,state_management,fe_middle_state_management_002,medium,1
frontend,middle,state_management,fe_middle_state_management_002,strong,1
frontend,middle,state_management,fe_middle_state_management_002,weak,1
frontend,middle,state_management,fe_middle_state_management_003,empty,1
frontend,middle,state_management,fe_middle_state_management_003,good,1
frontend,middle,state_management,fe_middle_state_management_003,medium,1
frontend,middle,state_management,fe_middle_state_management_003,strong,1
frontend,middle,state_management,fe_middle_state_management_003,weak,1
frontend,middle,state_management,fe_middle_state_management_004,empty,1
frontend,middle,state_management,fe_middle_state_management_004,good,1
frontend,middle,state_management,fe_middle_state_management_004,medium,1
frontend,middle,state_management,fe_middle_state_management_004,strong,1
frontend,middle,state_management,fe_middle_state_management_004,weak,1
